Состав совета директоров Общества 29 июня,202- г до 19 октября 2022 года
Кербер Сергей Михайлович,Председатель Совета директоров
Семышев Сергей Владимирович,Члены совета директоров
Вискребенцова Ирина Геннадьевна,
Сигеда Руслан Александрович,
Янев Денис Анатольевич,
