Кредиторская задолжснность по Концессионному соглашению (автомобильная дорога Севсрный дублер Кутузовского проспекта,123 492),(294 670),(418 162)
Расходы на регистрацию выпуска облигаций,400),400,
Основные средства,42),142,
итогО:,(253 693),(564 907},(818 600)
Чистыс отложенные налоговые актив (обязательства,1 173 185,139 722,1312 907
Hа 31.12.2020 r:,оход расход),На 31.12.2021,
