ддекабря 2022,декабря 2021,,,,,
Полная балансовая стоимость,Оценочный резерв под ожидаемые кредитные убытки,Балансовая стоимость,Полная балансовая стоимость,Оценочный резерв под ожидаемые кредитные убытки,Балансовая стоимость,
Денежные средства на расчетных счетах,218 789,(1),218 788,3 322 429,(21),3 322 408
Итого денежные средства,218 789,(1),218 788,3 322 429,(21),3 322 408
