2022,2021,,,,,
Валовая балансовая стоимость,Резерв под ОКУ,Чистая балансовая стоимость,Валовая балансовая стоимость,Резерв под ОКУ,Чистая балансовая стоимость,
Остаток на января Поступление финансовых активов; кредитные убытки По которым ожидаются в,3 322 429,(21),3 322 408,2 947 507,(14),2 947 493
по которым ожидаются в течение 12 месяцев Прекращение признания финансовых активов ,34 498 268,(21),34 498 247,27 326 322,(46),27 326 276
кредитные уоытки по которым ожидаются течение 12 месяцев,(37 601 908),41,(37 601 867),(26 951 400),39,(26 951 361)
Остаток на 31 декабря,218 789,218 788,3 322 429,(21),3 322 408,
